topic_id,DFID region,score,share,total_score,total_share,deviation,id,title,top_words,Topic ID,Aggregated meta-topic,Aggregated topic,Topic,color,short_title
213175,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",0.3800192079229463,0.0012602041608147053,25.616040573332043,0.005123037976033672,0.24598766722209098,213175,"Suicide, Suicide","['suicid', 'associ', 'rate', 'attempt', 'male', 'men', 'hang', 'adjust', 'sunshin', 'studi']",213175,Health impact,Mental health,Suicide,#fed9a6,Suicide
213155,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",0.4772295318879337,0.0015825690628531886,31.117389400543868,0.006223271202184768,0.25429858533203653,213155,"Stroke, Stroke","['stroke', 'ischem', 'hemorrhag', 'associ', 'subtyp', 'day', 'onset', 'ich', 'sah', 'cerebrovascular']",213155,Health impact,Chronic,Stroke,#fed9a6,Stroke
213174,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",0.5113638316323998,0.0016957638321375733,27.269731118605872,0.005453765101476527,0.3109345196547739,213174,"Spores, Fungal spores","['spore', 'fungal', 'airborn', 'alternaria', 'cladosporium', 'fungi', 'concentr', 'allergen', 'bioaerosol', 'type']",213174,Health impact,Respiratory,Fungal spores,#fed9a6,Spores
213180,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",0.4927610749805272,0.0016340741310736555,25.299772013759384,0.005059786364736531,0.3229531868108316,213180,"Cholera, Cholera","['cholera', 'outbreak', 'epidem', 'nino', 'vibrio', 'rainfal', 'haiti', 'enso', 'bangladesh', 'sanit']",213180,Health impact,Infectious,Cholera,#fed9a6,Cholera
213159,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",1.0794603236205855,0.0035796621931196604,51.18802604005537,0.010237265223354273,0.3496697716645435,213159,"Health facilities, Visit to health care facilities","['visit', 'emerg', 'outpati', 'depart', 'respiratori', 'room', 'increas', 'hospit', 'associ', 'daili']",213159,Health impact,Health system demand,Visits to health care facilities,#fed9a6,Health facilities
213147,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",0.9982743647151459,0.0033104366353601915,45.511175759487806,0.009101932872191383,0.36370699299204673,213147,"Birth, Birth & pregnancy","['birth', 'preterm', 'pregnanc', 'gestat', 'women', 'matern', 'weight', 'week', 'deliveri', 'trimest']",213147,Health impact,Maternal & child health,Birth & pregnancy,#fed9a6,Birth
213164,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",1.0285045722781785,0.003410684813765296,46.02384840450523,0.009204463996085377,0.3705468145908167,213164,"Symptom, Symptoms","['symptom', 'depress', 'associ', 'respiratori', 'posttraumat', 'score', 'particip', 'report', 'parent', 'pts']",213164,Other,Methods,Symptoms,#bdbdbd,Symptom
213176,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",1.1181676067805468,0.003708021703047134,42.33482289202391,0.008466683395648869,0.43795445391907906,213176,"Dust storm, Dust storms","['dust', 'storm', 'desert', 'sourc', 'event', 'asian', 'saharan', 'miner', 'aerosol', 'road']",213176,Exposure,Drought,Dust storms,#fbb4ae,Dust storm
213151,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",1.490205791940206,0.004941759522466037,56.41497072831313,0.011282619444273546,0.4379975365538195,213151,"Farmer, Farmers & agriculture","['farmer', 'crop', 'agricultur', 'farm', 'product', 'percept', 'yield', 'pest', 'smallhold', 'rice']",213151,Health impact,Food & nutrition,Farmers & agriculture,#fed9a6,Farmer
213131,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",2.282595369712336,0.007569449444647862,82.3526908903619,0.016469991201493773,0.45959037573507255,213131,"Heat stress, Heat stress","['heat', 'stress', 'heatrel', 'ill', 'extrem', 'worker', 'dure', 'wbgt', 'island', 'work']",213131,Health impact,Chronic,Heat stress,#fed9a6,Heat stress
213173,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",1.122069453669176,0.0037209608481782123,40.38990663905842,0.008077713062953488,0.46064533602258234,213173,"Drought, Drought","['drought', 'impact', 'veget', 'sever', 'agricultur', 'index', 'vhi', 'shock', 'rural', 'region']",213173,Exposure,Drought,Drought,#fbb4ae,Drought
213182,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",1.5112867437685318,0.00501166731305692,53.732182020005915,0.01074607952136912,0.46637169426216946,213182,"Cold, Cold & extreme temperatures","['cold', 'spell', 'hot', 'wave', 'extrem', 'cvd', 'winter', 'effect', 'attribut', 'coldrel']",213182,Exposure,Heat,Cold & extreme temperatures,#fbb4ae,Cold
213185,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",2.7255046334150443,0.009038207037276452,96.81799649953197,0.019362956246523434,0.4667782606232578,213185,"Exposure, Exposure","['exposur', 'associ', 'estim', 'ambient', 'increas', 'person', 'shortterm', 'adjust', 'studi', 'use']",213185,Other,Methods,Exposure,#bdbdbd,Exposure
213132,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",1.1754593521860253,0.0038980102468761085,40.88972486219442,0.008177673387848708,0.4766649463731583,213132,"Pollen, Pollen & allergies","['pollen', 'allergen', 'airborn', 'allergi', 'grass', 'grain', 'allerg', 'count', 'poacea', 'concentr']",213132,Health impact,Respiratory,Pollen & allergies,#fed9a6,Pollen
213184,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",1.473632522638512,0.00488679992438032,49.81261672038124,0.00996219249472123,0.49053458131528177,213184,"Injury, Occupational injury","['injuri', 'worker', 'occup', 'work', 'accid', 'workplac', 'safeti', 'wbgt', 'ill', 'workrel']",213184,Health impact,Occupational health & injury,Occupational injury,#fed9a6,Injury
213190,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",2.823645004801979,0.009363656124552044,90.91773989170672,0.01818294411374672,0.5149691967360174,213190,"Energy, Energy policy & co-benefits","['energi', 'cost', 'polici', 'benefit', 'cobenefit', 'mitig', 'electr', 'reduc', 'reduct', 'econom']",213190,Intervention option,Mitigation co-benefits,Energy policy & co-benefits,#ccebc5,Energy
213179,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",2.4859803458937066,0.008243906387579368,72.80364519362617,0.014560245485749277,0.5661928156120737,213179,"RCP, Greenhouse pathways","['scenario', 'project', 'rcp', 'futur', 'pathway', 'increas', 'simul', 'popul', 'global', 'model']",213179,Intervention option,Mitigation co-benefits,Greenhouse pathways,#ccebc5,RCP
213161,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",2.2960184714353655,0.0076139625857989555,67.09987506349799,0.013419529343472639,0.5673792568218828,213161,"Patients, Patients","['patient', 'acut', 'medic', 'clinic', 'care', 'day', 'pressur', 'number', 'diabet', 'admit']",213161,Health impact,Health system demand,Patients,#fed9a6,Patients
213178,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",1.9076319512531965,0.006326011086154876,54.35726863708769,0.010871092693036025,0.5819112452428348,213178,"Thermal stress, Thermal stress & comfort","['thermal', 'stress', 'comfort', 'index', 'indic', 'utci', 'pet', 'wbgt', 'condit', 'physiolog']",213178,Health impact,Chronic,Thermal stress & comfort,#fed9a6,Thermal stress
213188,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",3.8131628211726767,0.012645054652290353,108.28745837567492,0.021656772442978173,0.5838845416871105,213188,"Age & sex, Age & sex","['age', 'preval', 'group', 'year', 'women', 'among', 'older', 'adult', 'studi', 'particip']",213188,Mediating pathways,Demographic vulnerability,Age & Sex,#b3cde3,Age & sex
213165,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",1.3976636133273574,0.004634874933194391,39.178048074058076,0.007835349398970938,0.5915339185516241,213165,"PAH, Polycyclic aromatic hydrocarbons ","['pah', 'sourc', 'combust', 'aromat', 'hydrocarbon', 'polycycl', 'sampl', 'cancer', 'burn', 'biomass']",213165,Exposure,Emissions,PAH,#fbb4ae,PAH
213149,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",3.1977013270083954,0.01060408640753698,85.4803968727429,0.017095511624126414,0.6202848233317412,213149,"Extreme weather, Extreme weather events","['extrem', 'event', 'weather', 'precipit', 'frequenc', 'condit', 'increas', 'day', 'intens', 'impact']",213149,Exposure,Extreme precipitation & flooding,Extreme weather events,#fbb4ae,Extreme weather
213191,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",2.6103787341003044,0.008656431236713795,67.48700510028993,0.013496952779560305,0.6413618968737178,213191,"China, China","['china', 'provinc', 'haze', 'hfrs', 'chines', 'region', 'control', 'north', 'guangzhou', 'mainland']",213191,Mediating pathways,Geographic exposure,China,#b3cde3,China
213152,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",1.8178912197412929,0.006028416541226539,46.77409061189666,0.009354507454545972,0.644439760245948,213152,"Food, Food insecurity","['food', 'insecur', 'secur', 'hunger', 'nutrit', 'agricultur', 'product', 'africa', 'price', 'countri']",213152,Health impact,Food & nutrition,Food insecurity,#fed9a6,Food
213141,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",2.428502321557309,0.008053300113175408,61.206378268958005,0.012240869128455118,0.6579026398096774,213141,"Heatwave, Heatwaves","['heatwav', 'definit', 'dure', 'intens', 'day', 'durat', 'excess', 'period', 'warn', 'impact']",213141,Exposure,Heat,Heatwaves,#fbb4ae,Heatwave
213126,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",3.169636647842964,0.01051101946586971,76.53132476391538,0.015305756641011803,0.6867363510605816,213126,"Disaster, Natural disasters","['disast', 'natur', 'prepared', 'manag', 'respons', 'peopl', 'reduct', 'earthquak', 'emerg', 'affect']",213126,Intervention option,Disaster risk reduction,Disaster risk reduction,#ccebc5,Disaster
213139,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",3.470067911582859,0.011507297340014966,81.46214503349711,0.01629188794501832,0.7063206780484659,213139,"Resilience, Community resilience","['communiti', 'resili', 'social', 'local', 'particip', 'interview', 'knowledg', 'build', 'resid', 'percept']",213139,Intervention option,Developing community resilience,Community resilience,#ccebc5,Resilience
213181,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",2.1929899059064555,0.007272303468956028,49.439581494319235,0.009887587927163528,0.7354982350121307,213181,"In-/out-door, Indoor/outdoor (pollution & heat)","['indoor', 'outdoor', 'home', 'build', 'hous', 'ventil', 'environ', 'school', 'humid', 'measur']",213181,Mediating pathways,Geographic exposure,Building design,#b3cde3,In-/out-door
213177,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",3.275383300186385,0.010861692191082132,72.44406093459777,0.014488331022258607,0.7496855348207586,213177,"Death, Death","['death', 'caus', 'excess', 'estim', 'attribut', 'fatal', 'year', 'number', 'rate', 'prematur']",213177,Health impact,All-cause mortality,Death,#fed9a6,Death
213172,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",2.441796554852758,0.008097385906115546,53.75251133304815,0.010750145248952738,0.7532350232109079,213172,"Mental, Mental health & PTSD","['mental', 'ptsd', 'disord', 'depress', 'stress', 'posttraumat', 'psycholog', 'anxieti', 'survivor', 'health']",213172,Health impact,Mental health,Mental health & PTSD,#fed9a6,Mental
213125,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",4.75964729266309,0.015783747761088616,102.61671428753301,0.020522661289743824,0.7690887423541178,213125,"Mortality, Mortality","['mortal', 'cardiovascular', 'allcaus', 'respiratori', 'excess', 'rate', 'estim', 'daili', 'increas', 'citi']",213125,Health impact,All-cause mortality,Mortality,#fed9a6,Mortality
213162,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",2.992913075911725,0.009924975981702088,63.38852402067381,0.012677283785251021,0.7828945182444352,213162,"Child, Child health","['children', 'child', 'age', 'school', 'childhood', 'parent', 'year', 'pneumonia', 'stunt', 'among']",213162,Health impact,Maternal & child health,Child health,#fed9a6,Child
213171,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",0.9700912558602838,0.003216976961998648,20.20282776066396,0.004040431367402612,0.7961964130742503,213171,"DTR, Diurnal temperature range","['dtr', 'diurnal', 'effect', 'rang', 'childhood', 'elder', 'nonaccident', 'modifi', 'hefei', 'nonlinear']",213171,Exposure,Heat,Diurnal temperature range,#fbb4ae,DTR
213153,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",2.2059673309678116,0.007315338675382483,45.85873901566498,0.009171443214953851,0.7976213234853782,213153,"Ozone, Emissions (ozone)","['ozon', 'concentr', 'ppb', 'nox', 'tropospher', 'precursor', 'surfac', 'voc', 'groundlevel', 'nitrogen']",213153,Exposure,Emissions,Emissions (ozone),#fbb4ae,Ozone
213187,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",3.2996541425086425,0.010942178166115238,66.47240247747139,0.013294038993864084,0.8230890680526546,213187,"Household, Rural households","['household', 'stove', 'rural', 'fuel', 'cook', 'survey', 'use', 'incom', 'shock', 'biomass']",213187,Mediating pathways,Geographic exposure,Rural households,#b3cde3,Household
213124,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",4.883722723036821,0.016195201630661325,95.18658130320193,0.019036684042919173,0.8507364830003176,213124,"NOx/Vehicles, Emissions (NOx & vehicles)","['emiss', 'nox', 'vehicl', 'sourc', 'fuel', 'reduct', 'ship', 'carbon', 'contribut', 'transport']",213124,Exposure,Emissions,Emissions (Nox & vehicles),#fbb4ae,NOx/Vehicles
213140,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",6.1837753640795645,0.020506383048239575,116.62575375262,0.023324376136421226,0.8791824882389317,213140,"Temperature, Ambient temperature","['temperatur', 'effect', 'ambient', 'daili', 'mean', 'percentil', 'high', 'nonlinear', 'associ', 'minimum']",213140,Exposure,Heat,Ambient temperature,#fbb4ae,Temperature
213144,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",7.54779376501583,0.025029685103635256,139.5712953315662,0.02791333205070796,0.8966928440562305,213144,"Public health, Public health","['health', 'public', 'review', 'impact', 'research', 'system', 'environment', 'literatur', 'care', 'outcom']",213144,Health impact,Health system demand,Public health ,#fed9a6,Public health
213123,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",6.543429091349853,0.02169905203472521,120.81875832905361,0.02416294920228041,0.898029948789419,213123,"Air pollution, Air pollution","['pollut', 'air', 'qualiti', 'dioxid', 'level', 'citi', 'particul', 'effect', 'matter', 'nitrogen']",213123,Health impact,Respiratory,Air pollution,#fed9a6,Air pollution
213143,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",3.6143670471939227,0.011985816234080708,66.21897851994918,0.013243355885570813,0.9050437319395572,213143,"Water, Drinking water quality","['water', 'drink', 'sourc', 'suppli', 'contamin', 'qualiti', 'groundwat', 'sanit', 'sampl', 'coli']",213143,Health impact,WASH,Drinking water quality,#fed9a6,Water
213166,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",3.832726339262892,0.012709930391156853,67.66707669182229,0.013532965901853117,0.9391829169846971,213166,"Warming, Increasing temperature","['degre', 'increas', 'temperatur', 'threshold', 'warm', 'maximum', 'abov', 'mean', 'per', 'averag']",213166,Exposure,Heat,Increasing temperatures,#fbb4ae,Warming
213122,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",8.165214704336126,0.027077151180306114,142.9098677048138,0.02858102435096494,0.9473821108651743,213122,"Climate change, General climate change","['climat', 'chang', 'impact', 'global', 'increas', 'human', 'mitig', 'futur', 'affect', 'consequ']",213122,Exposure,General climate change,General climate change,#fbb4ae,Climate change
213129,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",5.385518686211741,0.017859236888587753,93.15580546361451,0.01863054236316836,0.9585999452111797,213129,"Urban, Urban areas","['urban', 'citi', 'uhi', 'area', 'island', 'green', 'rural', 'plan', 'land', 'space']",213129,Mediating pathways,Geographic exposure,Urban areas,#b3cde3,Urban
213146,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",6.094847410924067,0.02021148380566756,104.6009780477548,0.020919500862549095,0.9661551649088791,213146,"Seasonality, Seasonality ","['season', 'winter', 'summer', 'variat', 'dure', 'pattern', 'spring', 'dri', 'peak', 'raini']",213146,Exposure,General seasonality & weather,Seasonality,#fbb4ae,Seasonality
213133,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",4.21969593190107,0.013993183133608447,71.81708175693267,0.014362939351045193,0.9742562292856971,213133,"Flood, Floods","['flood', 'damag', 'river', 'flash', 'event', 'impact', 'peopl', 'fatal', 'area', 'dysenteri']",213133,Exposure,Extreme precipitation & flooding,Floods,#fbb4ae,Flood
213145,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",5.523389707621793,0.018316439133143635,93.44365219501358,0.01868810979760512,0.9801119177655349,213145,"Temporal, Temporal analyses","['day', 'lag', 'associ', 'daili', 'effect', 'week', 'cumul', 'model', 'nonlinear', 'increas']",213145,Other,Methods,Temporal analyses,#bdbdbd,Temporal
213170,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",6.541566827262051,0.02169287647069304,110.1009872376934,0.022019466170143255,0.985168137277867,213170,"Risk, Risk assessment & risk perception","['risk', 'factor', 'percept', 'hazard', 'assess', 'high', 'relat', 'increas', 'map', 'higher']",213170,Other,Methods,Risk assessment & risk perception,#bdbdbd,Risk
213154,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",6.428932396604056,0.021319362776630022,107.88727479891851,0.021576738385597642,0.988071616554455,213154,"Meteorology, Meteorological variables","['meteorolog', 'humid', 'correl', 'wind', 'factor', 'pressur', 'relat', 'speed', 'weather', 'atmospher']",213154,Exposure,General seasonality & weather,Meteorological variables,#fbb4ae,Meteorology
213150,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",6.047262485635066,0.02005368462186048,99.4615382540734,0.019891647039348207,1.0081460113479663,213150,"Particulates, Particle concentration (air)","['concentr', 'particl', 'site', 'aerosol', 'mass', 'measur', 'dure', 'sourc', 'carbon', 'averag']",213150,Exposure,Emissions,Particulate concentration (air),#fbb4ae,Particulates
213130,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",6.53770868402215,0.021680082253815118,106.79073617147658,0.02135743794318574,1.0151068827397585,213130,"PM2.5-10, Particulate matter","['particulatematt', 'particul', 'matter', 'concentr', 'fine', 'pollut', 'diamet', 'μgm', 'level', 'respect']",213130,Exposure,Emissions,Particulate matter,#fbb4ae,PM2.5-10
213135,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",6.507810058690344,0.021580933654848977,99.01311957294723,0.01980196628146543,1.089837915492698,213135,"Infectious, Infectious diseases general","['diseas', 'infecti', 'respiratori', 'cardiovascular', 'vectorborn', 'burden', 'heart', 'chronic', 'diarrheal', 'prevent']",213135,Health impact,Infectious,Infectious diseases general,#fed9a6,Infectious
213169,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",5.160756437574919,0.0171138895087163,77.40548071907742,0.015480582026006443,1.1055068523887537,213169,"Adaptation, Adaptation","['adapt', 'strategi', 'plan', 'polici', 'capac', 'climat', 'chang', 'govern', 'develop', 'local']",213169,Intervention option,Policy & practice,Adaptation,#ccebc5,Adaptation
213127,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",5.1669556950564655,0.01713444723292952,72.18456023948877,0.014436432606808932,1.1868892890372427,213127,"Malaria, Malaria","['malaria', 'transmiss', 'falciparum', 'plasmodium', 'vivax', 'parasit', 'control', 'anophel', 'elimin', 'intervent']",213127,Health impact,Infectious,Malaria,#fed9a6,Malaria
213158,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",5.865575715670648,0.019451182383287923,78.70620371077726,0.015740717985102157,1.23572396136552,213158,"Vulnerability, Vulnerability","['vulner', 'social', 'hazard', 'indic', 'index', 'popul', 'livelihood', 'capac', 'assess', 'econom']",213158,Mediating pathways,Social vulnerability,Vulnerability,#b3cde3,Vulnerability
213160,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",4.478807935447157,0.014852439766373236,60.05113036504122,0.012009827220688139,1.2366905446223582,213160,"RSV, Respiratory viruses","['infect', 'rsv', 'respiratori', 'virus', 'preval', 'rate', 'syncyti', 'detect', 'viral', 'tract']",213160,Health impact,Respiratory,Respiratory viruses,#fed9a6,RSV
213137,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",5.540855354263853,0.018374357996482002,72.67621615891672,0.01453476052517557,1.2641665450666275,213137,"Mosquito, Mosquito vector dynamics","['mosquito', 'vector', 'abund', 'speci', 'aed', 'aegypti', 'albopictus', 'popul', 'trap', 'densiti']",213137,Health impact,Infectious,Mosquito vector dynamics,#fed9a6,Mosquito
213136,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",5.391124037600111,0.017877825125695714,70.20987810906284,0.014041509296322809,1.2732124979169839,213136,"Hospital, Hospital admissions","['hospit', 'admiss', 'respiratori', 'associ', 'ami', 'pneumonia', 'daili', 'cardiovascular', 'copd', 'increas']",213136,Health impact,Health system demand,Hospital admissions,#fed9a6,Hospital
213142,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",6.0226847280251175,0.019972180866898087,76.847227868478,0.015368935163734243,1.299516241959692,213142,"Transmission, Transmission","['transmiss', 'outbreak', 'virus', 'wnv', 'epidem', 'zika', 'vector', 'spread', 'human', 'chikungunya']",213142,Health impact,Infectious,Transmission,#fed9a6,Transmission
213168,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",9.861205669401132,0.032701327080679105,119.85115659249975,0.023969435281662947,1.364292762695841,213168,"Spatial, Spatial analyses","['spatial', 'area', 'region', 'distribut', 'map', 'cluster', 'use', 'environment', 'geograph', 'data']",213168,Other,Methods,Spatial analyses,#bdbdbd,Spatial
213156,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",3.2255420862040776,0.010696410794955188,37.92251643569399,0.007584251410386893,1.4103449656621465,213156,"Influenza, Influenza","['influenza', 'epidem', 'week', 'activ', 'virus', 'pandem', 'vaccin', 'ili', 'surveil', 'temper']",213156,Health impact,Infectious,Influenza,#fed9a6,Influenza
213138,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",10.668235603432668,0.03537756675373998,118.49610245605815,0.023698433454479754,1.4928230096598432,213138,"Model, Modelling & forecasting","['model', 'predict', 'forecast', 'use', 'data', 'variabl', 'develop', 'accuraci', 'error', 'estim']",213138,Other,Methods,Modeling & forecasting,#bdbdbd,Model
213148,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",2.6821806558160155,0.008894537833996578,29.219310855491994,0.00584366809998174,1.522081282135851,213148,"HFMD, Hand-foot-and-mouth disease","['hfmd', 'foot', 'mouth', 'hand', 'factor', 'diseas', 'meteorolog', 'childhood', 'humid', 'relat']",213148,Health impact,Infectious,HFMD,#fed9a6,HFMD
213186,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",10.678516160859933,0.03541165871797554,89.79804468455245,0.017959012509195547,1.971804335001366,213186,"Rainfall, Monthly rainfall","['month', 'rainfal', 'period', 'correl', 'variabl', 'trend', 'mean', 'averag', 'precipit', 'maximum']",213186,Exposure,Precipitation variabilty,Montly rainfall,#fbb4ae,Rainfall
213134,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",11.828105199600234,0.039223878889070814,94.70625358401307,0.01894062168935982,2.070886559711259,213134,"Case, Case data","['case', 'report', 'number', 'year', 'occur', 'confirm', 'surveil', 'period', 'dure', 'fever']",213134,Other,Methods,Case data,#bdbdbd,Case
213157,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",6.175382175995341,0.020478549901057224,47.965932484047656,0.009592867912907097,2.1347682556437126,213157,"Fire, Wildfires","['fire', 'wildfir', 'smoke', 'burn', 'forest', 'biomass', 'wildland', 'impact', 'qualiti', 'plume']",213157,Exposure,Drought,Wildfires,#fbb4ae,Fire
213163,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",10.64048031178397,0.035285525790306874,82.59280879847552,0.016518013188282492,2.136184623907289,213163,"Incidence, Disease incidence","['incid', 'rate', 'provinc', 'per', 'irr', 'annual', 'year', 'correl', 'week', 'increas']",213163,Other,Methods,Disease incidence,#bdbdbd,Incidence
213189,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",5.7671838069904275,0.019124899158324053,25.970416472194465,0.0051939108020844435,3.6821770506048663,213189,"Leptospirosis, Leptospirosis","['leptospirosi', 'leptospira', 'human', 'anim', 'rodent', 'serovar', 'dog', 'zoonot', 'outbreak', 'rainfal']",213189,Health impact,Infectious,Leptospirosis,#fed9a6,Leptospirosis
213128,"South-eastern Asia,Melanesia 
Micronesia and Polynesia",26.014757334813556,0.0862690747004669,71.45369474470817,0.01429026436217273,6.036912440110402,213128,"Dengue, Dengue","['dengu', 'fever', 'outbreak', 'denv', 'epidem', 'aed', 'control', 'vector', 'serotyp', 'aegypti']",213128,Health impact,Infectious,Dengue,#fed9a6,Dengue
213167,Southern Asia,1.0989715485087839,0.001635471469662044,60.59918110393669,0.012119433728380735,0.13494619520317783,213167,"Hurricane, Hurricanes","['hurrican', 'evacu', 'sandi', 'storm', 'katrina', 'new', 'recoveri', 'york', 'resid', 'damag']",213167,Exposure,Extreme precipitation & flooding,Hurricanes,#fbb4ae,Hurricane
213148,Southern Asia,0.9681267458401156,0.001440750376100943,29.219310855491994,0.00584366809998174,0.24654897428302694,213148,"HFMD, Hand-foot-and-mouth disease","['hfmd', 'foot', 'mouth', 'hand', 'factor', 'diseas', 'meteorolog', 'childhood', 'humid', 'relat']",213148,Health impact,Infectious,HFMD,#fed9a6,HFMD
213155,Southern Asia,1.4303985129066796,0.0021286956530223505,31.117389400543868,0.006223271202184768,0.34205413581767763,213155,"Stroke, Stroke","['stroke', 'ischem', 'hemorrhag', 'associ', 'subtyp', 'day', 'onset', 'ich', 'sah', 'cerebrovascular']",213155,Health impact,Chronic,Stroke,#fed9a6,Stroke
213159,Southern Asia,2.4042279729739002,0.0035779327150895694,51.18802604005537,0.010237265223354273,0.3495008322073391,213159,"Health facilities, Visit to health care facilities","['visit', 'emerg', 'outpati', 'depart', 'respiratori', 'room', 'increas', 'hospit', 'associ', 'daili']",213159,Health impact,Health system demand,Visits to health care facilities,#fed9a6,Health facilities
213175,Southern Asia,1.2364935665600294,0.001840129485857595,25.616040573332043,0.005123037976033672,0.3591871648162658,213175,"Suicide, Suicide","['suicid', 'associ', 'rate', 'attempt', 'male', 'men', 'hang', 'adjust', 'sunshin', 'studi']",213175,Health impact,Mental health,Suicide,#fed9a6,Suicide
213191,Southern Asia,3.5937049690965113,0.00534809291042632,67.48700510028993,0.013496952779560305,0.3962444707167855,213191,"China, China","['china', 'provinc', 'haze', 'hfrs', 'chines', 'region', 'control', 'north', 'guangzhou', 'mainland']",213191,Mediating pathways,Geographic exposure,China,#b3cde3,China
213172,Southern Asia,3.034399881758501,0.00451574423459448,53.75251133304815,0.010750145248952738,0.4200635554235322,213172,"Mental, Mental health & PTSD","['mental', 'ptsd', 'disord', 'depress', 'stress', 'posttraumat', 'psycholog', 'anxieti', 'survivor', 'health']",213172,Health impact,Mental health,Mental health & PTSD,#fed9a6,Mental
213164,Southern Asia,2.7409298699376055,0.004079006966750078,46.02384840450523,0.009204463996085377,0.44315529600472814,213164,"Symptom, Symptoms","['symptom', 'depress', 'associ', 'respiratori', 'posttraumat', 'score', 'particip', 'report', 'parent', 'pts']",213164,Other,Methods,Symptoms,#bdbdbd,Symptom
213132,Southern Asia,2.4373617854447533,0.0036272419124484486,40.88972486219442,0.008177673387848708,0.443554265426913,213132,"Pollen, Pollen & allergies","['pollen', 'allergen', 'airborn', 'allergi', 'grass', 'grain', 'allerg', 'count', 'poacea', 'concentr']",213132,Health impact,Respiratory,Pollen & allergies,#fed9a6,Pollen
213152,Southern Asia,3.224626588351492,0.004798836505566154,46.77409061189666,0.009354507454545972,0.5129972399812545,213152,"Food, Food insecurity","['food', 'insecur', 'secur', 'hunger', 'nutrit', 'agricultur', 'product', 'africa', 'price', 'countri']",213152,Health impact,Food & nutrition,Food insecurity,#fed9a6,Food
